timestamp,temperature,humidity
2020-06-08 14:55:32,22.0,74.9
2020-06-08 14:56:03,22.0,74.6
2020-06-08 14:56:33,22.0,73.9
2020-06-08 14:57:04,22.0,74.1
2020-06-08 14:57:35,22.0,73.7
2020-06-08 14:58:05,22.0,73.8
2020-06-08 14:58:38,21.9,74.1
2020-06-08 14:59:09,22.0,74.1
2020-06-08 14:59:39,22.0,74.4
2020-06-08 15:00:10,22.0,75.8
2020-06-08 15:00:40,22.0,74.5
2020-06-08 15:01:11,22.0,74.5
2020-06-08 15:01:41,22.0,74.9
2020-06-08 15:02:12,22.0,75.4
2020-06-08 15:02:43,22.0,74.6
2020-06-08 15:03:13,21.9,74.5
2020-06-08 15:03:44,22.0,74.3
2020-06-08 15:04:14,22.0,74.1
2020-06-08 15:04:45,21.9,73.9
2020-06-08 15:05:18,22.0,74.9
2020-06-08 15:05:48,21.9,74.7
2020-06-08 15:06:19,22.0,75.0
2020-06-08 15:06:50,22.0,74.9
2020-06-08 15:07:20,22.0,74.3
2020-06-08 15:07:51,22.0,74.2
2020-06-08 15:08:21,22.0,74.2
2020-06-08 15:08:52,21.9,74.2
2020-06-08 15:09:25,22.0,74.4
2020-06-08 15:09:55,22.0,74.3
2020-06-08 15:10:26,21.9,74.1
2020-06-08 15:10:57,21.9,74.2
2020-06-08 15:11:27,21.9,74.2
2020-06-08 15:11:58,21.9,74.0
2020-06-08 15:12:28,21.9,73.9
2020-06-08 15:12:59,21.9,73.9
2020-06-08 15:13:29,22.0,74.0
2020-06-08 15:14:00,22.0,74.4
2020-06-08 15:14:30,21.9,73.9
2020-06-08 15:15:01,22.0,74.0
2020-06-08 15:15:32,22.0,73.9
2020-06-08 15:16:02,21.9,73.5
2020-06-08 15:16:33,21.9,73.5
2020-06-08 15:17:03,21.9,73.8
2020-06-08 15:17:34,22.0,73.7
2020-06-08 15:18:04,22.0,74.2
2020-06-08 15:18:35,22.0,73.9
2020-06-08 15:19:05,22.0,73.7
2020-06-08 15:19:36,22.0,73.5
2020-06-08 15:20:07,22.0,73.5
2020-06-08 15:20:37,22.0,73.5
2020-06-08 15:21:08,22.0,73.7
2020-06-08 15:21:38,22.0,73.7
2020-06-08 15:22:09,22.0,74.0
2020-06-08 15:22:39,22.0,73.7
2020-06-08 15:23:10,22.0,73.6
2020-06-08 15:23:40,22.0,73.5
2020-06-08 15:24:11,22.0,73.7
